signal,threshold_p95,start_time,end_time,duration_hours,peak_value,fault_rate_percent
279625_ws_temp,0.0,2022-09-06 12:00:00,2022-09-06 23:00:00,12,61.990696,100.0
279623_ws_vigor,0.0,2022-09-06 12:00:00,2022-09-06 23:00:00,12,61.99111,100.0
326417_ws_temp,0.0,2022-09-11 00:00:00,2022-09-11 11:00:00,12,47.034996,100.0
4700008966_kW,0.028974043199999994,2022-09-12 12:00:00,2022-09-12 23:00:00,12,75.68698,100.0
4700008966_power_hour,0.028974043199999994,2022-09-12 12:00:00,2022-09-12 23:00:00,12,75.68698,100.0
326416_ws_vigor,12.49281,2022-09-25 06:00:00,2022-09-25 17:00:00,12,33.17992,100.0
279805_ws_vigor,0.0,2022-10-12 06:00:00,2022-10-12 17:00:00,12,31.7272,100.0
279804_ws_level,0.0,2022-10-12 06:00:00,2022-10-12 17:00:00,12,70.014114,100.0
326417_ws_temp,0.0,2022-11-18 06:00:00,2022-11-18 17:00:00,12,10.7204,100.0
326417_ws_temp,0.0,2022-11-22 12:00:00,2022-11-22 23:00:00,12,26.52268,100.0
sfc_temp_site1_anomaly_score,47.41,2022-12-13 15:00:00,2022-12-14 02:00:00,12,92.35,100.0
4608927500_kvar_hour,0.0,2022-03-22 02:00:00,2022-03-22 12:00:00,11,98.14242,0.0
temp_site1_anomaly_score,47.88,2022-05-08 07:00:00,2022-05-08 17:00:00,11,91.28,100.0
4408411600_power_hour,0.22959332949999978,2022-05-24 00:00:00,2022-05-24 10:00:00,11,0.7926079,0.0
4700008966_kW,0.028974043199999994,2022-06-25 11:00:00,2022-06-25 21:00:00,11,0.6719728,100.0
4700008966_power_hour,0.028974043199999994,2022-06-25 11:00:00,2022-06-25 21:00:00,11,0.6719728,100.0
temp_site1_anomaly_score,47.88,2022-06-29 07:00:00,2022-06-29 17:00:00,11,92.9,100.0
temp_site1_anomaly_score,47.88,2022-07-20 07:00:00,2022-07-20 17:00:00,11,96.18,100.0
temp_site1_anomaly_score,47.88,2022-07-22 07:00:00,2022-07-22 17:00:00,11,98.33,100.0
temp_site1_anomaly_score,47.88,2022-08-18 07:00:00,2022-08-18 17:00:00,11,88.39,100.0
4608927500_kvar_hour,0.0,2022-08-21 07:00:00,2022-08-21 17:00:00,11,0.38918185,100.0
4408411600_power_hour,0.22959332949999978,2022-09-28 21:00:00,2022-09-29 07:00:00,11,87.91495,100.0
4700008966_kW,0.028974043199999994,2022-12-16 04:00:00,2022-12-16 14:00:00,11,23.87035,100.0
4700008966_power_hour,0.028974043199999994,2022-12-16 04:00:00,2022-12-16 14:00:00,11,23.87035,100.0
4608927500_kvar_hour,0.0,2022-02-17 15:00:00,2022-02-18 00:00:00,10,0.90116125,0.0
temp_site1_anomaly_score,47.88,2022-04-07 07:00:00,2022-04-07 16:00:00,10,70.3,0.0
4700008966_kW,0.028974043199999994,2022-06-12 01:00:00,2022-06-12 10:00:00,10,56.167595,100.0
4700008966_power_hour,0.028974043199999994,2022-06-12 01:00:00,2022-06-12 10:00:00,10,56.167595,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-20 07:00:00,2022-07-20 16:00:00,10,95.93,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-21 07:00:00,2022-07-21 16:00:00,10,100.0,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-22 07:00:00,2022-07-22 16:00:00,10,100.0,100.0
temp_site1_anomaly_score,47.88,2022-07-23 06:00:00,2022-07-23 15:00:00,10,98.5,100.0
temp_site1_anomaly_score,47.88,2022-08-17 07:00:00,2022-08-17 16:00:00,10,83.18,100.0
sfc_temp_site1_anomaly_score,47.41,2022-12-18 15:00:00,2022-12-19 00:00:00,10,83.82,100.0
sfc_temp_site1_anomaly_score,47.41,2022-01-07 08:00:00,2022-01-07 16:00:00,9,77.98,0.0
4700008966_kW,0.028974043199999994,2022-01-15 14:00:00,2022-01-15 22:00:00,9,0.7521761,100.0
4700008966_power_hour,0.028974043199999994,2022-01-15 14:00:00,2022-01-15 22:00:00,9,0.7521761,100.0
temp_site1_anomaly_score,47.88,2022-01-15 23:00:00,2022-01-16 07:00:00,9,76.96,100.0
sfc_temp_site1_anomaly_score,47.41,2022-01-15 23:00:00,2022-01-16 07:00:00,9,80.03,100.0
temp_site1_anomaly_score,47.88,2022-01-24 16:00:00,2022-01-25 00:00:00,9,88.87,100.0
4608927500_kvar_hour,0.0,2022-01-26 16:00:00,2022-01-27 00:00:00,9,3.551178,100.0
temp_site1_anomaly_score,47.88,2022-06-27 09:00:00,2022-06-27 17:00:00,9,70.3,100.0
4608927500_kvar_hour,0.0,2022-07-02 15:00:00,2022-07-02 23:00:00,9,26.79957,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-19 08:00:00,2022-07-19 16:00:00,9,87.82,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-23 06:00:00,2022-07-23 14:00:00,9,99.05,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-25 08:00:00,2022-07-25 16:00:00,9,88.27,100.0
4408411600_power_hour,0.22959332949999978,2022-11-06 11:00:00,2022-11-06 19:00:00,9,29.21349,100.0
temp_site1_anomaly_score,47.88,2022-12-18 16:00:00,2022-12-19 00:00:00,9,83.22,100.0
temp_site1_anomaly_score,47.88,2022-01-23 00:00:00,2022-01-23 07:00:00,8,86.48,100.0
sfc_temp_site1_anomaly_score,47.41,2022-01-23 00:00:00,2022-01-23 07:00:00,8,87.64,100.0
temp_site1_anomaly_score,47.88,2022-01-24 00:00:00,2022-01-24 07:00:00,8,92.74,100.0
sfc_temp_site1_anomaly_score,47.41,2022-04-08 08:00:00,2022-04-08 15:00:00,8,75.0,100.0
temp_site1_anomaly_score,47.88,2022-04-08 09:00:00,2022-04-08 16:00:00,8,72.11,100.0
sfc_temp_site1_anomaly_score,47.41,2022-05-08 08:00:00,2022-05-08 15:00:00,8,81.63,100.0
temp_site1_anomaly_score,47.88,2022-06-20 09:00:00,2022-06-20 16:00:00,8,64.13,100.0
sfc_temp_site1_anomaly_score,47.41,2022-06-30 09:00:00,2022-06-30 16:00:00,8,75.42,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-01 00:00:00,2022-07-01 07:00:00,8,82.82,100.0
temp_site1_anomaly_score,47.88,2022-07-01 16:00:00,2022-07-01 23:00:00,8,76.2,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-01 16:00:00,2022-07-01 23:00:00,8,82.06,100.0
4408411600_power_hour,0.22959332949999978,2022-07-12 08:00:00,2022-07-12 15:00:00,8,3.717798,100.0
temp_site1_anomaly_score,47.88,2022-07-19 09:00:00,2022-07-19 16:00:00,8,74.66,100.0
temp_site1_anomaly_score,47.88,2022-07-25 10:00:00,2022-07-25 17:00:00,8,73.01,100.0
temp_site1_anomaly_score,47.88,2022-08-01 00:00:00,2022-08-01 07:00:00,8,90.79,100.0
sfc_temp_site1_anomaly_score,47.41,2022-08-01 00:00:00,2022-08-01 07:00:00,8,91.29,100.0
temp_site1_anomaly_score,47.88,2022-08-16 08:00:00,2022-08-16 15:00:00,8,65.33,100.0
sfc_temp_site1_anomaly_score,47.41,2022-08-17 08:00:00,2022-08-17 15:00:00,8,74.18,100.0
sfc_temp_site1_anomaly_score,47.41,2022-08-18 08:00:00,2022-08-18 15:00:00,8,74.29,100.0
temp_site1_anomaly_score,47.88,2022-08-19 07:00:00,2022-08-19 14:00:00,8,87.75,100.0
temp_site1_anomaly_score,47.88,2022-12-01 00:00:00,2022-12-01 07:00:00,8,83.07,100.0
sfc_temp_site1_anomaly_score,47.41,2022-12-01 00:00:00,2022-12-01 07:00:00,8,76.06,100.0
temp_site1_anomaly_score,47.88,2022-12-01 16:00:00,2022-12-01 23:00:00,8,73.13,100.0
sfc_temp_site1_anomaly_score,47.41,2022-01-24 15:00:00,2022-01-24 21:00:00,7,88.69,100.0
sfc_temp_site1_anomaly_score,47.41,2022-03-08 09:00:00,2022-03-08 15:00:00,7,67.48,100.0
temp_site1_anomaly_score,47.88,2022-03-08 10:00:00,2022-03-08 16:00:00,7,62.49,100.0
temp_site1_anomaly_score,47.88,2022-06-26 10:00:00,2022-06-26 16:00:00,7,62.89,100.0
sfc_temp_site1_anomaly_score,47.41,2022-06-29 09:00:00,2022-06-29 15:00:00,7,72.23,100.0
temp_site1_anomaly_score,47.88,2022-07-01 01:00:00,2022-07-01 07:00:00,7,90.47,100.0
temp_site1_anomaly_score,47.88,2022-07-14 11:00:00,2022-07-14 17:00:00,7,82.24,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-24 09:00:00,2022-07-24 15:00:00,7,75.56,100.0
temp_site1_anomaly_score,47.88,2022-07-24 10:00:00,2022-07-24 16:00:00,7,60.71,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-28 08:00:00,2022-07-28 14:00:00,7,75.56,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-29 07:00:00,2022-07-29 13:00:00,7,91.29,100.0
temp_site1_anomaly_score,47.88,2022-11-03 00:00:00,2022-11-03 06:00:00,7,91.6,100.0
sfc_temp_site1_anomaly_score,47.41,2022-11-03 00:00:00,2022-11-03 06:00:00,7,91.08,100.0
4408411600_power_hour,0.22959332949999978,2022-12-20 19:00:00,2022-12-21 01:00:00,7,0.949887,100.0
319235_ws_temp,0.0,2022-01-10 18:00:00,2022-01-10 23:00:00,6,38.60474,100.0
326416_ws_vigor,12.49281,2022-01-10 18:00:00,2022-01-10 23:00:00,6,23.568117,100.0
4608927500_kvar_hour,0.0,2022-01-18 08:00:00,2022-01-18 13:00:00,6,2.7978973,100.0
sfc_temp_site1_anomaly_score,47.41,2022-02-08 10:00:00,2022-02-08 15:00:00,6,52.62,100.0
319235_ws_temp,0.0,2022-02-10 18:00:00,2022-02-10 23:00:00,6,27.65088,100.0
279623_ws_vigor,0.0,2022-02-11 12:00:00,2022-02-11 17:00:00,6,26.846037,100.0
sfc_temp_site1_anomaly_score,47.41,2022-02-13 01:00:00,2022-02-13 06:00:00,6,64.61,100.0
4700008966_kW,0.028974043199999994,2022-02-16 03:00:00,2022-02-16 08:00:00,6,0.33954298,0.0
4700008966_power_hour,0.028974043199999994,2022-02-16 03:00:00,2022-02-16 08:00:00,6,0.33954298,0.0
279831_ws_temp,0.0,2022-02-18 12:00:00,2022-02-18 17:00:00,6,0.01203963,0.0
279831_ws_temp,0.0,2022-02-21 06:00:00,2022-02-21 11:00:00,6,64.255775,0.0
279625_ws_temp,0.0,2022-03-06 18:00:00,2022-03-06 23:00:00,6,0.21745056,100.0
279623_ws_vigor,0.0,2022-03-06 18:00:00,2022-03-06 23:00:00,6,0.12564147,100.0
sfc_temp_site1_anomaly_score,47.41,2022-03-07 10:00:00,2022-03-07 15:00:00,6,63.51,0.0
temp_site1_anomaly_score,47.88,2022-03-07 11:00:00,2022-03-07 16:00:00,6,64.77,0.0
279831_ws_temp,0.0,2022-03-10 00:00:00,2022-03-10 05:00:00,6,12.235582,100.0
319235_ws_temp,0.0,2022-03-10 18:00:00,2022-03-10 23:00:00,6,31.73665,100.0
279831_ws_temp,0.0,2022-03-10 18:00:00,2022-03-10 23:00:00,6,33.313953,100.0
326417_ws_temp,0.0,2022-03-12 00:00:00,2022-03-12 05:00:00,6,26.08086,100.0
sfc_temp_site1_anomaly_score,47.41,2022-03-13 00:00:00,2022-03-13 05:00:00,6,74.2,100.0
319235_ws_temp,0.0,2022-04-10 18:00:00,2022-04-10 23:00:00,6,46.10409,100.0
326416_ws_vigor,12.49281,2022-04-11 12:00:00,2022-04-11 17:00:00,6,26.26387,100.0
4608927500_kvar_hour,0.0,2022-05-01 06:00:00,2022-05-01 11:00:00,6,84.95772,100.0
279804_ws_level,0.0,2022-05-10 12:00:00,2022-05-10 17:00:00,6,12.140455,100.0
319235_ws_temp,0.0,2022-05-10 18:00:00,2022-05-10 23:00:00,6,54.40761,100.0
279623_ws_vigor,0.0,2022-05-26 06:00:00,2022-05-26 11:00:00,6,0.2880982,0.0
279625_ws_temp,0.0,2022-05-31 00:00:00,2022-05-31 05:00:00,6,4.5169997,100.0
4608927500_kvar_hour,0.0,2022-06-01 04:00:00,2022-06-01 09:00:00,6,1.0011523,100.0
279625_ws_temp,0.0,2022-06-06 12:00:00,2022-06-06 17:00:00,6,0.36512372,100.0
319235_ws_temp,0.0,2022-06-10 18:00:00,2022-06-10 23:00:00,6,62.71086,100.0
279831_ws_temp,0.0,2022-06-11 12:00:00,2022-06-11 17:00:00,6,13.062807,100.0
279805_ws_vigor,0.0,2022-06-13 00:00:00,2022-06-13 05:00:00,6,12.0001,100.0
279625_ws_temp,0.0,2022-06-13 06:00:00,2022-06-13 11:00:00,6,0.32307297,100.0
279804_ws_level,0.0,2022-06-14 00:00:00,2022-06-14 05:00:00,6,0.1675009,100.0
279804_ws_level,0.0,2022-06-14 12:00:00,2022-06-14 17:00:00,6,0.19379276,100.0
279625_ws_temp,0.0,2022-06-14 18:00:00,2022-06-14 23:00:00,6,1.969141,100.0
279805_ws_vigor,0.0,2022-06-17 00:00:00,2022-06-17 05:00:00,6,13.45509,100.0
temp_site1_anomaly_score,47.88,2022-06-28 11:00:00,2022-06-28 16:00:00,6,62.35,100.0
279831_ws_temp,0.0,2022-07-02 06:00:00,2022-07-02 11:00:00,6,1.287035,100.0
279805_ws_vigor,0.0,2022-07-10 00:00:00,2022-07-10 05:00:00,6,17.019793,100.0
279623_ws_vigor,0.0,2022-07-10 06:00:00,2022-07-10 11:00:00,6,15.542552,100.0
319235_ws_temp,0.0,2022-07-10 18:00:00,2022-07-10 23:00:00,6,71.29624,100.0
319235_ws_temp,0.0,2022-07-16 18:00:00,2022-07-16 23:00:00,6,31.615475,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-18 10:00:00,2022-07-18 15:00:00,6,67.48,100.0
326417_ws_temp,0.0,2022-07-24 12:00:00,2022-07-24 17:00:00,6,27.387003,100.0
temp_site1_anomaly_score,47.88,2022-07-29 08:00:00,2022-07-29 13:00:00,6,72.11,100.0
279804_ws_level,0.0,2022-08-06 00:00:00,2022-08-06 05:00:00,6,0.1393446,100.0
279625_ws_temp,0.0,2022-08-06 06:00:00,2022-08-06 11:00:00,6,0.085101366,100.0
326416_ws_vigor,12.49281,2022-08-09 12:00:00,2022-08-09 17:00:00,6,56.584927,100.0
319235_ws_temp,0.0,2022-08-10 18:00:00,2022-08-10 23:00:00,6,91.634445,100.0
sfc_temp_site1_anomaly_score,47.41,2022-08-15 09:00:00,2022-08-15 14:00:00,6,60.47,100.0
temp_site1_anomaly_score,47.88,2022-08-15 10:00:00,2022-08-15 15:00:00,6,65.06,100.0
326417_ws_temp,0.0,2022-08-19 12:00:00,2022-08-19 17:00:00,6,14.717496,100.0
279625_ws_temp,0.0,2022-08-19 18:00:00,2022-08-19 23:00:00,6,4.050586,100.0
279623_ws_vigor,0.0,2022-08-23 06:00:00,2022-08-23 11:00:00,6,5.400826,100.0
326417_ws_temp,0.0,2022-08-24 18:00:00,2022-08-24 23:00:00,6,32.929443,100.0
sfc_temp_site1_anomaly_score,47.41,2022-08-25 09:00:00,2022-08-25 14:00:00,6,64.98,0.0
temp_site1_anomaly_score,47.88,2022-08-26 08:00:00,2022-08-26 13:00:00,6,64.77,100.0
temp_site1_anomaly_score,47.88,2022-08-27 10:00:00,2022-08-27 15:00:00,6,61.63,100.0
temp_site1_anomaly_score,47.88,2022-09-01 02:00:00,2022-09-01 07:00:00,6,84.74,100.0
sfc_temp_site1_anomaly_score,47.41,2022-09-01 02:00:00,2022-09-01 07:00:00,6,83.53,100.0
279804_ws_level,0.0,2022-09-05 18:00:00,2022-09-05 23:00:00,6,81.22573,0.0
4700008966_kW,0.028974043199999994,2022-09-07 16:00:00,2022-09-07 21:00:00,6,0.30359772,0.0
4700008966_power_hour,0.028974043199999994,2022-09-07 16:00:00,2022-09-07 21:00:00,6,0.30359772,0.0
319235_ws_temp,0.0,2022-09-10 18:00:00,2022-09-10 23:00:00,6,21.620441,100.0
279831_ws_temp,0.0,2022-09-12 18:00:00,2022-09-12 23:00:00,6,29.227526,100.0
326416_ws_vigor,12.49281,2022-09-19 12:00:00,2022-09-19 17:00:00,6,17.315405,0.0
279623_ws_vigor,0.0,2022-09-21 06:00:00,2022-09-21 11:00:00,6,23.64826,100.0
279804_ws_level,0.0,2022-09-21 12:00:00,2022-09-21 17:00:00,6,12.159749,100.0
319235_ws_temp,0.0,2022-09-24 18:00:00,2022-09-24 23:00:00,6,0.1724122,100.0
319235_ws_temp,0.0,2022-09-25 18:00:00,2022-09-25 23:00:00,6,0.5992313,100.0
326416_ws_vigor,12.49281,2022-09-26 06:00:00,2022-09-26 11:00:00,6,37.438873,100.0
319235_ws_temp,0.0,2022-09-26 18:00:00,2022-09-26 23:00:00,6,0.7573874,100.0
319235_ws_temp,0.0,2022-09-27 18:00:00,2022-09-27 23:00:00,6,6.313486,100.0
319235_ws_temp,0.0,2022-09-28 18:00:00,2022-09-28 23:00:00,6,19.4179,100.0
319235_ws_temp,0.0,2022-09-29 18:00:00,2022-09-29 23:00:00,6,11.50129,100.0
319235_ws_temp,0.0,2022-09-30 18:00:00,2022-09-30 23:00:00,6,23.80053,100.0
319235_ws_temp,0.0,2022-10-10 18:00:00,2022-10-10 23:00:00,6,19.783792,100.0
279804_ws_level,0.0,2022-10-11 18:00:00,2022-10-11 23:00:00,6,2.807687,100.0
326417_ws_temp,0.0,2022-10-12 00:00:00,2022-10-12 05:00:00,6,18.701881,100.0
319235_ws_temp,0.0,2022-10-13 18:00:00,2022-10-13 23:00:00,6,2.2640462,100.0
319235_ws_temp,0.0,2022-10-14 18:00:00,2022-10-14 23:00:00,6,0.49914104,100.0
319235_ws_temp,0.0,2022-10-15 18:00:00,2022-10-15 23:00:00,6,0.05720565,100.0
279804_ws_level,0.0,2022-10-17 12:00:00,2022-10-17 17:00:00,6,16.66522,100.0
279805_ws_vigor,0.0,2022-10-25 12:00:00,2022-10-25 17:00:00,6,14.577975,100.0
sfc_temp_site1_anomaly_score,47.41,2022-11-03 18:00:00,2022-11-03 23:00:00,6,73.08,100.0
319235_ws_temp,0.0,2022-11-10 18:00:00,2022-11-10 23:00:00,6,17.920256,100.0
326416_ws_vigor,12.49281,2022-11-18 18:00:00,2022-11-18 23:00:00,6,17.67558,100.0
326416_ws_vigor,12.49281,2022-11-20 12:00:00,2022-11-20 17:00:00,6,15.56613,100.0
326416_ws_vigor,12.49281,2022-11-22 18:00:00,2022-11-22 23:00:00,6,21.89206,100.0
326417_ws_temp,0.0,2022-11-25 18:00:00,2022-11-25 23:00:00,6,19.68269,100.0
279625_ws_temp,0.0,2022-11-27 06:00:00,2022-11-27 11:00:00,6,17.146677,100.0
279623_ws_vigor,0.0,2022-11-27 06:00:00,2022-11-27 11:00:00,6,19.192535,100.0
326417_ws_temp,0.0,2022-11-27 06:00:00,2022-11-27 11:00:00,6,40.081455,100.0
326417_ws_temp,0.0,2022-11-29 18:00:00,2022-11-29 23:00:00,6,30.47159,100.0
279625_ws_temp,0.0,2022-11-30 06:00:00,2022-11-30 11:00:00,6,13.326541,100.0
326417_ws_temp,0.0,2022-11-30 18:00:00,2022-11-30 23:00:00,6,19.68269,100.0
sfc_temp_site1_anomaly_score,47.41,2022-12-01 17:00:00,2022-12-01 22:00:00,6,61.54,100.0
temp_site1_anomaly_score,47.88,2022-12-03 00:00:00,2022-12-03 05:00:00,6,82.76,100.0
sfc_temp_site1_anomaly_score,47.41,2022-12-03 00:00:00,2022-12-03 05:00:00,6,85.74,100.0
sfc_temp_site1_anomaly_score,47.41,2022-12-03 18:00:00,2022-12-03 23:00:00,6,68.76,100.0
319235_ws_temp,0.0,2022-12-10 18:00:00,2022-12-10 23:00:00,6,6.129196,100.0
279831_ws_temp,0.0,2022-12-16 06:00:00,2022-12-16 11:00:00,6,12.640383,100.0
279831_ws_temp,0.0,2022-12-17 18:00:00,2022-12-17 23:00:00,6,16.00389,100.0
279625_ws_temp,0.0,2022-12-24 12:00:00,2022-12-24 17:00:00,6,14.636614,100.0
279831_ws_temp,0.0,2022-12-25 12:00:00,2022-12-25 17:00:00,6,24.60112,100.0
sfc_temp_site1_anomaly_score,47.41,2022-12-28 01:00:00,2022-12-28 06:00:00,6,59.66,0.0
4408411600_kW,0.0,2022-04-13 13:00:00,2022-04-13 17:00:00,5,75.99658,100.0
4700008966_kW,0.028974043199999994,2022-06-19 23:00:00,2022-06-20 03:00:00,5,0.23766737,100.0
4700008966_power_hour,0.028974043199999994,2022-06-19 23:00:00,2022-06-20 03:00:00,5,0.23766737,100.0
sfc_temp_site1_anomaly_score,47.41,2022-06-27 11:00:00,2022-06-27 15:00:00,5,53.61,100.0
sfc_temp_site1_anomaly_score,47.41,2022-06-28 11:00:00,2022-06-28 15:00:00,5,53.61,100.0
4608927500_kvar_hour,0.0,2022-07-09 06:00:00,2022-07-09 10:00:00,5,82.89097,100.0
4408411600_power_hour,0.22959332949999978,2022-07-12 17:00:00,2022-07-12 21:00:00,5,93.92861,100.0
temp_site1_anomaly_score,47.88,2022-08-25 11:00:00,2022-08-25 15:00:00,5,59.72,0.0
sfc_temp_site1_anomaly_score,47.41,2022-08-27 10:00:00,2022-08-27 14:00:00,5,55.8,100.0
4700008966_kW,0.028974043199999994,2022-09-29 01:00:00,2022-09-29 05:00:00,5,22.26089,100.0
4700008966_power_hour,0.028974043199999994,2022-09-29 01:00:00,2022-09-29 05:00:00,5,22.26089,100.0
4700008966_kW,0.028974043199999994,2022-10-22 15:00:00,2022-10-22 19:00:00,5,0.19148175,100.0
4700008966_power_hour,0.028974043199999994,2022-10-22 15:00:00,2022-10-22 19:00:00,5,0.19148175,100.0
4608927500_kvar_hour,0.0,2022-11-08 19:00:00,2022-11-08 23:00:00,5,0.1343204,100.0
temp_site1_anomaly_score,47.88,2022-12-12 05:00:00,2022-12-12 09:00:00,5,59.69,100.0
4408411600_power_hour,0.22959332949999978,2022-12-19 06:00:00,2022-12-19 10:00:00,5,4.931096,100.0
sfc_temp_site1_anomaly_score,47.41,2022-01-18 22:00:00,2022-01-19 01:00:00,4,60.72,100.0
temp_site1_anomaly_score,47.88,2022-01-19 04:00:00,2022-01-19 07:00:00,4,82.76,100.0
sfc_temp_site1_anomaly_score,47.41,2022-01-29 04:00:00,2022-01-29 07:00:00,4,91.29,100.0
4608927500_kvar_hour,0.0,2022-02-02 08:00:00,2022-02-02 11:00:00,4,47.86438,100.0
4700008966_kW,0.028974043199999994,2022-02-17 03:00:00,2022-02-17 06:00:00,4,81.596535,0.0
4700008966_power_hour,0.028974043199999994,2022-02-17 03:00:00,2022-02-17 06:00:00,4,81.596535,0.0
temp_site1_anomaly_score,47.88,2022-04-04 01:00:00,2022-04-04 04:00:00,4,70.2,0.0
4608927500_kvar_hour,0.0,2022-04-06 01:00:00,2022-04-06 04:00:00,4,0.26457617,100.0
4408411600_kW,0.0,2022-04-14 12:00:00,2022-04-14 15:00:00,4,75.99658,100.0
4408411600_power_hour,0.22959332949999978,2022-05-10 15:00:00,2022-05-10 18:00:00,4,0.6640204,100.0
4608927500_kvar_hour,0.0,2022-05-11 13:00:00,2022-05-11 16:00:00,4,2.2733564,100.0
4700008966_kW,0.028974043199999994,2022-06-19 18:00:00,2022-06-19 21:00:00,4,11.807424,100.0
4700008966_power_hour,0.028974043199999994,2022-06-19 18:00:00,2022-06-19 21:00:00,4,11.807424,100.0
4700008966_kW,0.028974043199999994,2022-06-21 00:00:00,2022-06-21 03:00:00,4,0.41827607,100.0
4700008966_power_hour,0.028974043199999994,2022-06-21 00:00:00,2022-06-21 03:00:00,4,0.41827607,100.0
4700008966_kW,0.028974043199999994,2022-06-24 17:00:00,2022-06-24 20:00:00,4,0.28227234,100.0
4700008966_power_hour,0.028974043199999994,2022-06-24 17:00:00,2022-06-24 20:00:00,4,0.28227234,100.0
sfc_temp_site1_anomaly_score,47.41,2022-06-26 12:00:00,2022-06-26 15:00:00,4,49.63,100.0
sfc_temp_site1_anomaly_score,47.41,2022-07-13 10:00:00,2022-07-13 13:00:00,4,53.05,100.0
temp_site1_anomaly_score,47.88,2022-07-18 12:00:00,2022-07-18 15:00:00,4,50.41,100.0
temp_site1_anomaly_score,47.88,2022-07-28 11:00:00,2022-07-28 14:00:00,4,59.23,100.0
4700008966_kW,0.028974043199999994,2022-08-06 03:00:00,2022-08-06 06:00:00,4,84.49458,100.0
4700008966_power_hour,0.028974043199999994,2022-08-06 03:00:00,2022-08-06 06:00:00,4,84.49458,100.0
sfc_temp_site1_anomaly_score,47.41,2022-08-14 11:00:00,2022-08-14 14:00:00,4,52.49,100.0
temp_site1_anomaly_score,47.88,2022-08-14 12:00:00,2022-08-14 15:00:00,4,53.87,100.0
sfc_temp_site1_anomaly_score,47.41,2022-08-19 09:00:00,2022-08-19 12:00:00,4,67.34,100.0
sfc_temp_site1_anomaly_score,47.41,2022-08-26 09:00:00,2022-08-26 12:00:00,4,74.43,100.0
4408411600_kW,0.0,2022-09-25 17:00:00,2022-09-25 20:00:00,4,2.977778,100.0
4408411600_kW,0.0,2022-09-29 03:00:00,2022-09-29 06:00:00,4,86.895966,100.0
4408411600_power_hour,0.22959332949999978,2022-09-29 14:00:00,2022-09-29 17:00:00,4,1.8371987,100.0
4700008966_kW,0.028974043199999994,2022-09-30 05:00:00,2022-09-30 08:00:00,4,26.42851,100.0
4700008966_power_hour,0.028974043199999994,2022-09-30 05:00:00,2022-09-30 08:00:00,4,26.42851,100.0
4700008966_kW,0.028974043199999994,2022-10-12 00:00:00,2022-10-12 03:00:00,4,21.45489,100.0
4700008966_power_hour,0.028974043199999994,2022-10-12 00:00:00,2022-10-12 03:00:00,4,21.45489,100.0
4700008966_kW,0.028974043199999994,2022-10-24 20:00:00,2022-10-24 23:00:00,4,28.956406,100.0
4700008966_power_hour,0.028974043199999994,2022-10-24 20:00:00,2022-10-24 23:00:00,4,28.956406,100.0
4408411600_power_hour,0.22959332949999978,2022-12-06 16:00:00,2022-12-06 19:00:00,4,2.318754,100.0
temp_site1_anomaly_score,47.88,2022-12-13 03:00:00,2022-12-13 06:00:00,4,62.78,100.0
temp_site1_anomaly_score,47.88,2022-01-13 00:00:00,2022-01-13 02:00:00,3,65.74,100.0
sfc_temp_site1_anomaly_score,47.41,2022-01-13 00:00:00,2022-01-13 02:00:00,3,63.81,100.0
sfc_temp_site1_anomaly_score,47.41,2022-01-19 04:00:00,2022-01-19 06:00:00,3,75.92,100.0
sfc_temp_site1_anomaly_score,47.41,2022-01-19 17:00:00,2022-01-19 19:00:00,3,57.71,100.0
4608927500_kvar_hour,0.0,2022-01-27 18:00:00,2022-01-27 20:00:00,3,0.27848536,100.0
temp_site1_anomaly_score,47.88,2022-01-29 05:00:00,2022-01-29 07:00:00,3,68.79,100.0
4700008966_kW,0.028974043199999994,2022-02-02 13:00:00,2022-02-02 15:00:00,3,0.9826509,100.0
4700008966_power_hour,0.028974043199999994,2022-02-02 13:00:00,2022-02-02 15:00:00,3,0.9826509,100.0
sfc_temp_site1_anomaly_score,47.41,2022-02-03 02:00:00,2022-02-03 04:00:00,3,56.57,100.0
4700008966_kW,0.028974043199999994,2022-02-07 16:00:00,2022-02-07 18:00:00,3,0.049409643,0.0
4700008966_power_hour,0.028974043199999994,2022-02-07 16:00:00,2022-02-07 18:00:00,3,0.049409643,0.0
4608927500_kvar_hour,0.0,2022-03-01 11:00:00,2022-03-01 13:00:00,3,94.546,100.0
sfc_temp_site1_anomaly_score,47.41,2022-03-20 22:00:00,2022-03-21 00:00:00,3,51.37,0.0
4700008966_kW,0.028974043199999994,2022-04-05 04:00:00,2022-04-05 06:00:00,3,95.075424,0.0
4700008966_power_hour,0.028974043199999994,2022-04-05 04:00:00,2022-04-05 06:00:00,3,95.075424,0.0
